id,name__sv,name__it,name__fr,name__en,name,wikipedia__sv,gender,birth_date,given_name,identifier__Riksdagen,original_wikiname,name__nl,name__de,wikipedia__commons,wikipedia__en,image,name__nb,name__uk,name__da,name__nn,name__fi,name__pl,name__pt,name__ru,wikipedia__da,wikipedia__fi,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__uk,identifier__VIAF,identifier__SELIBR,name__es,wikipedia__de,identifier__freebase,name__sco,name__id,wikipedia__fr,wikipedia__id,wikipedia__sco,identifier__ISNI,identifier__LCAuth,family_name,name__mg,wikipedia__mg,name__af,name__an,name__ar,name__az,name__be,name__bg,name__bn,name__br,name__bs,name__ca,name__cs,name__de_ch,name__el,name__en_ca,name__en_gb,name__eo,name__et,name__gl,name__he,name__hi,name__hu,name__io,name__is,name__ja,name__ka,name__ko,name__la,name__lb,name__lt,name__lv,name__mn,name__mr,name__ms,name__oc,name__pt_br,name__qu,name__se,name__sq,name__sr,name__sw,name__tr,name__vi,name__yo,name__zh,name__hr,name__fa,name__fo,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__ca,wikipedia__cs,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fiwikiquote,wikipedia__fo,wikipedia__frwikiquote,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__qu,wikipedia__se,wikipedia__sq,wikipedia__sr,wikipedia__svwikiquote,wikipedia__sw,wikipedia__tr,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__GND,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__parlement,name__be_tarask,wikipedia__be_x_old,website,name__ro,wikipedia__ro,identifier__EuroparlMEP,name__nds,name__vmf,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,name__fit,name__ta,name__sh,name__mk,name__hy,name__ur,wikipedia__cswikiquote,wikipedia__hy,wikipedia__sh,wikipedia__ta,wikipedia__ur,facebook,name__gsw,twitter,identifier__BIBSYS,identifier__BNF,name__ie,wikipedia__ie,name__ast,name__bar,name__co,name__cy,name__eu,name__fur,name__ga,name__gd,name__li,name__lij,name__lmo,name__nap,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sk,name__sl,name__vec,name__vls,name__wa,identifier__FAST,identifier__PACE,identifier__NTA,name__th,wikipedia__th,identifier__GTAA,death_date,identifier__OLID,wikipedia__nds,wikipedia__etwikiquote,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__NNDB,name__sah,wikipedia__sah,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__sk
Q4938111,Eva Bengtson Skogsberg,,Eva Bengtson Skogsberg,Eva Bengtson Skogsberg,Eva Bengtson Skogsberg,Eva Bengtson Skogsberg,female,1951,Eva,0472335069513,Eva Bengtson Skogsberg,Eva Bengtson Skogsberg,Eva Bengtson Skogsberg,,Eva Bengtson Skogsberg,https://upload.wikimedia.org/wikipedia/commons/1/1b/Eva_Bengtson_Skogsberg.jpg,Eva Bengtson Skogsberg,,Eva Bengtson Skogsberg,Eva Bengtson Skogsberg,,,,,,,,,,,,,,,Eva Bengtson Skogsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eva Bengtson Skogsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4946932,Gunvor G. Ericson,,Gunvor G. Ericson,Gunvor G. Ericson,Gunvor G. Ericson,Gunvor G. Ericson,female,1960-08-08,Gunvor,0640669898710,Gunvor G. Ericson,Gunvor G. Ericson,,Category:Gunvor G Ericson,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gunvor_G_Ericson_porträtt_(2008).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5626644,Göran Montan,,Göran Montan,Göran Montan,Göran Montan,Göran Montan,male,1946,Göran,0248883870202,Göran Montan,Göran Montan,Göran Montan,,Göran Montan,https://upload.wikimedia.org/wikipedia/commons/e/ee/Goran_Montan_vid_Nordiska_Radets_session_2011_i_Kopenhamn.jpg,,,,,,,,,,,,,,,,,,,Göran Montan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Göran Montan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6207818,Göran Thingwall,,Göran Thingwall,Göran Thingwall,Göran Thingwall,Göran Thingwall,male,1944-12-07,Göran,0824343942006,Göran Thingwall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5650816,Hans Wallmark,,Hans Wallmark,Hans Wallmark,Hans Wallmark,Hans Wallmark,male,1965,Hans,0980681611418,Hans Wallmark,Hans Wallmark,Hans Wallmark,,Hans Wallmark,https://upload.wikimedia.org/wikipedia/commons/3/36/Hans_Wallmark_(M)_Sverige.jpg,Hans Wallmark,,,,,,,,,,Hans Wallmark,,,,,,,,Hans Wallmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Wallmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3798648,Inge Garstedt,Inge Garstedt,Inge Garstedt,Inge Garstedt,Inge Garstedt,Inge Garstedt,female,1947,Inge,0706974423606,Inge Garstedt,Inge Garstedt,Inge Garstedt,,Inge Garstedt,https://upload.wikimedia.org/wikipedia/commons/7/73/Inge_Garstedt_1988.jpg,Inge Garstedt,,Inge Garstedt,Inge Garstedt,,,,,,,,,,,,,,,Inge Garstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inge Garstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inge Garstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5554868,Jan R. Andersson,,Jan R. Andersson,Jan R. Andersson,Jan R. Andersson,Jan R. Andersson,male,1970,Jan,0529103571012,Jan R. Andersson,Jan R. Andersson,,,Jan R. Andersson,,,,,,,,,,,,,,,,,,,,Jan R. Andersson,,,,,,,,,,Andersson,,,,,,,,,,,,,,,,,,,,,,,Jan R. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6187608,Lars-Arne Staxäng,,Lars-Arne Staxäng,Lars-Arne Staxäng,Lars-Arne Staxäng,Lars-Arne Staxäng,male,1956-06-07,Lars-Arne,0718937995813,Lars-Arne Staxäng,Lars-Arne Staxäng,,,,https://upload.wikimedia.org/wikipedia/commons/8/85/Lars-Arne_Staxäng.jpg,Lars-Arne Staxäng,,Lars-Arne Staxäng,Lars-Arne Staxäng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5708979,Lars Elinderson,,Lars Elinderson,Lars Elinderson,Lars Elinderson,Lars Elinderson,male,1949,Lars,0905755961314,Lars Elinderson,Lars Elinderson,Lars Elinderson,,Lars Elinderson,https://upload.wikimedia.org/wikipedia/commons/6/63/Lars_Elinderson.jpg,,,,,,,,,,,,,,,,,,,Lars Elinderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lars Elinderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3358494,Lars Mejern Larsson,,Lars Mejern Larsson,Lars Mejern Larsson,Lars Mejern Larsson,Lars Mejern Larsson,male,1965,Lars,0427321850912,Lars Mejern Larsson,Lars Mejern Larsson,Lars Mejern Larsson,,Lars Mejern Larsson,,Lars Mejern Larsson,,,,,Lars Mejern Larsson,,,,,Lars Mejern Larsson,Lars Mejern Larsson,,,,,44284856,,Lars Mejern Larsson,,/m/0ks8zc,,,,,,,,Larsson,,,,,,,,,,,,,,,,,,,,,,,Lars Mejern Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3431836,Lena Hallengren,,Lena Hallengren,Lena Hallengren,Lena Hallengren,Lena Hallengren,female,1973-12-25,Lena,0853395328224,Lena Hallengren,Lena Hallengren,Lena Hallengren,Category:Lena Hallengren,Lena Hallengren,https://upload.wikimedia.org/wikipedia/commons/a/ab/Socialdemokrat.Lena_Hallengren_1c301_5973.jpg,Lena Hallengren,,,,,,,,,,Lena Hallengren,,,,,,,,Lena Hallengren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lena Hallengren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q964124,Lennart Sacrédeus,,Lennart Sacrédeus,Lennart Sacrédeus,Lennart Sacrédeus,Lennart Sacrédeus,male,1957-06-17,Lennart,0925968558417,Lennart Sacrédeus,Lennart Sacrédeus,Lennart Sacrédeus,,,,,,,,,Lennart Sacrédeus,,,,,,Lennart Sacrédeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lennart Sacrédeus,Lennart Sacrédeus,4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971176,LiseLotte Olsson,,LiseLotte Olsson,LiseLotte Olsson,LiseLotte Olsson,LiseLotte Olsson,female,1954,Liselotte,0835507837915,LiseLotte Olsson,LiseLotte Olsson,LiseLotte Olsson,,LiseLotte Olsson,,,,,,,,,,,,,,,,,,,,LiseLotte Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LiseLotte Olsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4942378,Margareta Cederfelt,,Margareta Cederfelt,Margareta Cederfelt,Margareta Cederfelt,Margareta Cederfelt,female,1959,Margareta,0970259744617,Margareta Cederfelt,Margareta Cederfelt,Margareta Cederfelt,,Margareta Cederfelt,https://upload.wikimedia.org/wikipedia/commons/3/37/Margareta_Cederfelt.jpg,Margareta Cederfelt,,Margareta Cederfelt,Margareta Cederfelt,,,,,,,,,,,,,,,Margareta Cederfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margareta Cederfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4973078,Maria Plass,,Maria Plass,Maria Plass,Maria Plass,Maria Plass,female,1953,Maria,0791786201912,Maria Plass,Maria Plass,Maria Plass,,Maria Plass,https://upload.wikimedia.org/wikipedia/commons/b/b1/Maria_Plass_at_Göteborg_Book_Fair_2013_02.JPG,,,,,,,,,,,,,,,,,,,Maria Plass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Plass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q517921,Marianne Berg,,Marianne Berg,Marianne Berg,Marianne Berg,Marianne Berg,female,1954,Marianne,0679667648714,Marianne Berg,Marianne Berg,Marianne Berg,,Marianne Berg,https://upload.wikimedia.org/wikipedia/commons/0/01/Marianne_Berg_2.jpg,Marianne Berg,,Marianne Berg,Marianne Berg,,,,Марианн Берг,,,,,,,,,,,Marianne Berg,Marianne Berg,/m/04m_4zz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marianne Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4958729,Marianne Kierkemann,,Marianne Kierkemann,Marianne Kierkemann,Marianne Kierkemann,Marianne Kierkemann,female,1950,Marianne,0731265898310,Marianne Kierkemann,Marianne Kierkemann,Marianne Kierkemann,,Marianne Kierkemann,https://upload.wikimedia.org/wikipedia/commons/6/65/Marianne_Kirkemann_(M)_Sverige._Nordiska_radets_session_i_Stockholm_2009.jpg,,,,,,,,,,,,,,,,,,,Marianne Kierkemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marianne Kierkemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4990227,Marianne Watz,,Marianne Watz,Marianne Watz,Marianne Watz,Marianne Watz,female,1940-04-07,Marianne,039371311407,Marianne Watz,Marianne Watz,Marianne Watz,,Marianne Watz,,,,,,,,,,,,,,,,,,,,Marianne Watz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marianne Watz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4961147,Nina Larsson,,Nina Larsson,Nina Larsson,Nina Larsson,Nina Larsson,female,1976-09-28,Nina,0125036219125,Nina Larsson,Nina Larsson,Nina Larsson,,Nina Larsson,,Nina Larsson,,Nina Larsson,Nina Larsson,,,,,,,,,,,,,,,Nina Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nina Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6256794,Oskar Öholm,,Oskar Öholm,Oskar Öholm,Oskar Öholm,Oskar Öholm,male,1980-02-03,Oskar,084677425329,Oskar Öholm,Oskar Öholm,Oskar Öholm,,,https://upload.wikimedia.org/wikipedia/commons/c/c2/Oskar_Öholm.jpg,Oskar Öholm,,Oskar Öholm,Oskar Öholm,Oskar Öholm,,,,,,,,,,,,,,,,,,,,,,,,,,,Oskar Öholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oskar Öholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5577436,Patrik Björck,,Patrik Björck,Patrik Björck,Patrik Björck,Patrik Björck,male,,Patrik,0516528386117,Patrik Björck,,,,,,Patrik Björck,,,,,,,,,,Patrik Björck,,,,,,,,,,,,,,,,,,Björck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5737298,Patrik Forslund,,Patrik Forslund,Patrik Forslund,Patrik Forslund,Patrik Forslund,male,1983-01-03,Patrik,0811968273221,Patrik Forslund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3370162,Peter Hultqvist,Peter Hultqvist,Peter Hultqvist,Peter Hultqvist,Peter Hultqvist,Peter Hultqvist,male,1958-12-31,Peter,0937688366013,Peter Hultqvist,Peter Hultqvist,Peter Hultqvist,Category:Peter Hultqvist,Peter Hultqvist,https://upload.wikimedia.org/wikipedia/commons/e/eb/Peter_Hultqvist.jpg,Peter Hultqvist,Петер Хульквіст,Peter Hultqvist,Peter Hultqvist,Peter Hultqvist,Peter Hultqvist,Peter Hultqvist,,,Peter Hultqvist,Peter Hultqvist,Peter Hultqvist,Peter Hultqvist,,,Петер Хульквіст,,,Peter Hultqvist,Peter Hultqvist,,,,Peter Hultqvist,,,,,,,,,,,,,,,,,,,,,,,,Peter Hultqvist,,פיטר הולטקוויסט,,Peter Hultqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Hultqvist,,,,,,פיטר הולטקוויסט,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5558317,Staffan Appelros,,Staffan Appelros,Staffan Appelros,Staffan Appelros,Staffan Appelros,male,1950,Staffan,0386515634211,Staffan Appelros,Staffan Appelros,Staffan Appelros,,Staffan Appelros,,,,,,,,,,,,,,,,,,,,Staffan Appelros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Staffan Appelros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6156728,Thomas Nihlén,,Thomas Nihlén,Thomas Nihlén,Thomas Nihlén,Thomas Nihlén,male,1953,Thomas,0247856302113,Thomas Nihlén,,,,,https://upload.wikimedia.org/wikipedia/commons/1/19/Thomas_Nihlén_porträtt_(2008).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4945880,Tina Ehn,,Tina Ehn,Tina Ehn,Tina Ehn,Tina Ehn,female,1960,Tina,0154189076919,Tina Ehn,Tina Ehn,Tina Ehn,,Tina Ehn,https://upload.wikimedia.org/wikipedia/commons/3/30/Tina_Ehn_porträtt_(2008).jpg,,,,,,,,,,,,,,,,,,,Tina Ehn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tina Ehn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5578151,Torbjörn Björlund,,Torbjörn Björlund,Torbjörn Björlund,Torbjörn Björlund,Torbjörn Björlund,male,1957-10-07,Torbjörn,037508021018,Torbjörn Björlund,,,,,https://upload.wikimedia.org/wikipedia/commons/7/71/Torbjörn_Björlund_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5571416,Ulf Berg,,Ulf Berg,Ulf Berg,Ulf Berg,Ulf Berg,male,1957,Ulf,0193378456716,Ulf Berg,Ulf Berg,Ulf Berg,,Ulf Berg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Ulf_Berg.jpg,,,,,,,,,,,,,,,,,,,Ulf Berg,,,,,,,,,,Berg,,,,,,,,,,,,,,,,,,,,,,,Ulf Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q77555,Walburga Habsburg Douglas,Walburga d'Asburgo-Lorena,Walburga Habsburg Douglas,Walburga Habsburg Douglas,Walburga Habsburg Douglas,Walburga Habsburg Douglas,female,1958-10-05,Walburga,0181728423812,Walburga Habsburg Douglas,Walburga Habsburg Douglas,Walburga Habsburg Douglas,,Walburga Habsburg Douglas,https://upload.wikimedia.org/wikipedia/commons/d/d4/Flickr_-_europeanpeoplesparty_-_EPP_Congress_Bonn_(635).jpg,Walburga Douglas,,,,,,,Вальбурга Габсбург Дуглас,,,Walburga Douglas,,,,,,75400220,,Walburga Habsburg Douglas,Walburga Habsburg Douglas,/m/0gmspw,,,,,,0000 0000 5532 5751,n88083581,,,,,,,,,,,,Walburga Habsburg Douglas,Walburga Habsburg Douglas,Walburga Habsburg Douglas,,,,,Walburga Habsburg Douglas,,,,,Walburga Habsburg Douglas,,,,,,,,,,,,,Walburga Habsburg Douglas,,,,,,,,,,,,,,,,,,,,,,Walburga Habsburg Douglas,,Walburga Habsburg Douglas,,,Walburga Habsburg Douglas,,,,,,,,,,,,,,Walburga d'Asburgo-Lorena,,,,,,,,,,,,,,,,,,,,,,,,111369193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,habsburgdouglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,วัลบูร์กา ฮับส์บูร์ก ดักลาส,วัลบูร์กา ฮับส์บูร์ก ดักลาส,105665,,,,,,,,,,,,,,,,,,
Q4957112,Wiwi-Anne Johansson,,Wiwi-Anne Johansson,Wiwi-Anne Johansson,Wiwi-Anne Johansson,Wiwi-Anne Johansson,female,1950,,0995355603410,Wiwi-Anne Johansson,Wiwi-Anne Johansson,,,Wiwi-Anne Johansson,https://upload.wikimedia.org/wikipedia/commons/8/87/Wiwi-Anne_Johansson_2.jpg,,,,,,,,,,,,,,,,,,,Wiwi-Anne Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wiwi-Anne Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6093424,Åke Sandström,,Åke Sandström,Åke Sandström,Åke Sandström,Åke Sandström,male,1940,Åke,0590881101608,Åke Sandström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
