id,name__no,name,wikipedia__no,name__nb,wikipedia__nb,name__nn,wikipedia__nn,name__en,wikipedia__en,image,gender,birth_date,given_name,identifier__freebase,twitter,identifier__VIAF,identifier__IMDB,identifier__GND,identifier__LCAuth,identifier__BIBSYS,facebook,identifier__ISNI,identifier__SUDOC,family_name,identifier__NNDB,identifier__Munzinger,identifier__GTAA,identifier__parlement,website,death_date,identifier__BNF,identifier__NTA,identifier__NDL,identifier__NLA,identifier__NSK,identifier__NPG,identifier__N6I,name__de,name__es,name__fr,name__nl,name__da,name__sv,wikipedia__da,wikipedia__de,name__pl,name__se,wikipedia__fr,wikipedia__pl,wikipedia__se,wikipedia__sv,name__ru,name__ro,name__fi,name__et,name__fo,name__cs,name__ja,name__he,name__uk,name__fa,wikipedia__cs,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__he,wikipedia__ja,wikipedia__nl,wikipedia__ro,wikipedia__ru,wikipedia__uk,name__id,wikipedia__id,wikipedia__commons,name__ka,wikipedia__ka,name__la,wikipedia__la,name__it,wikipedia__it,wikipedia__nowikiquote,name__tr,wikipedia__tr,name__cy,name__en_gb,name__eo,name__gl,wikipedia__gl,name__ar,wikipedia__ar,name__is,name__qu,name__de_ch,name__en_ca,wikipedia__cswikiquote,wikipedia__is,wikipedia__plwikiquote,wikipedia__qu,name__ca,name__hr,name__lt,name__pt,name__sk,name__sl,name__kl,name__vi,wikipedia__vi,name__ur,wikipedia__ur,name__hu,name__el,name__ta,name__af,name__bn,name__br,name__lb,name__sr,name__be,name__zh,name__mr,name__lmo,name__ko,name__mk,name__nds,name__vmf,name__vls,name__pdc,name__gsw,wikipedia__af,wikipedia__be,wikipedia__bn,wikipedia__br,wikipedia__el,wikipedia__hu,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__mr,wikipedia__pt,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__zh,name__an,name__bs,name__ceb,name__eu,name__ga,name__nds_nl,name__pms,name__sq,name__vec,name__wa,name__oc,name__ms,name__sw,name__bcl,name__be_tarask,name__io,name__kk,name__yo,name__lv,name__sh,name__ku,name__bg,name__pt_br,name__sco,name__ml,name__hi,name__az,name__ie,name__hy,wikipedia__an,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__bg,wikipedia__ca,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__ga,wikipedia__hi,wikipedia__ie,wikipedia__io,wikipedia__kk,wikipedia__ku,wikipedia__lv,wikipedia__ml,wikipedia__ms,wikipedia__oc,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__sw,wikipedia__yo,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__nds,wikipedia__hy,name__sr_el,name__sr_ec,name__ia,name__tl,name__ku_arab,name__ku_latn,name__war,name__mg,name__ne,wikipedia__bs,wikipedia__cy,wikipedia__eswikiquote,wikipedia__hr,wikipedia__ia,wikipedia__mg,wikipedia__sl,wikipedia__slwikiquote,wikipedia__tl,wikipedia__war,wikipedia__enwikisource,name__szl,wikipedia__szl,wikipedia__bswikiquote,name__jv,name__my,name__te,name__zh_mo,name__zh_my,name__th,name__arz,wikipedia__arz,wikipedia__jv,wikipedia__my,wikipedia__ne,wikipedia__te,wikipedia__th,identifier__GNC,wikipedia__species,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__scn,name__vo,name__wo,name__zu,wikipedia__ast,original_wikiname,identifier__OLID,identifier__NLAtrove,identifier__FAST,identifier__Britannica,wikipedia__frwikiquote,wikipedia__nowikisource,name__new,name__sa,wikipedia__new,wikipedia__sa,name__diq,identifier__MusicBrainz,identifier__NKC,identifier__SFDb,identifier__TED,name__fit,name__vep,wikipedia__vep,wikipedia__nnwikiquote
Q7179312,,Petter Thomassen,Petter Thomassen,Petter Thomassen,,Petter Thomassen,Petter Thomassen,Petter Thomassen,Petter Thomassen,,male,1941-04-17,Petter,,,264550502,,,,,,,031187145,,,,,,,2003-10-08,122450793,,,,,,,Petter Thomassen,Petter Thomassen,Petter Thomassen,Petter Thomassen,Petter Thomassen,Petter Thomassen,,Petter Thomassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petter Thomassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petter Thomassen,,,,,,,,,,,,,,,,,,,
Q6423917,,Knut Haus,Knut Haus,Knut Haus,,Knut Haus,,Knut Haus,Knut Haus,,male,1915-06-08,Knut,,,,,,,,,,,,,,,,,2006-06-23,,,,,,,,Knut Haus,,Knut Haus,Knut Haus,Knut Haus,Knut Haus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knut Haus,,,,,,,,,,,,,,,,,,,
Q7077440,,Odd Torgeir Rusten,,,,,,Odd Torgeir Rusten,Odd Torgeir Rusten,,male,1925-02-27,Odd,,,,,,,,,,,,,,,,,2009-02-01,,,,,,,,Odd Torgeir Rusten,,Odd Torgeir Rusten,Odd Torgeir Rusten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odd Torgeir Rusten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odd Torgeir Rusten,,,,,,,,,,,,,,,,,,,
Q3376122,,Willy Arne Wold,Willy Arne Wold,Willy Arne Wold,,Willy Arne Wold,Willy Arne Wold,Willy Arne Wold,Willy Arne Wold,,male,1929-08-26,Willy,,,,,,,,,,,,,,,,,1996-02-13,,,,,,,,Willy Arne Wold,,Willy Arne Wold,Willy Arne Wold,Willy Arne Wold,Willy Arne Wold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willy Arne Wold,,,,,,,,,,,,,,,,,,,
Q3432007,,Hans Seland,Hans Seland,Hans Seland,,Hans Seland,Hans Seland,Hans Seland,Hans Seland,,male,1867-03-05,Hans,,,41450409,,,,,,,,,,,,,,1949-06-30,,,,,,,,Hans Seland,Hans Seland,Hans Seland,Hans Seland,Hans Seland,Hans Seland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Seland,,,1539519,,,,,,,,,,,,,,,,
Q491044,,Anders Hornslien,Anders Hornslien,Anders Hornslien,,Anders Hornslien,,Anders Hornslien,Anders Hornslien,,male,1970-12-06,Anders,/m/03h3cn7,,,,,,,,,,,,,,,,,,,,,,,,Anders Hornslien,Anders Hornslien,Anders Hornslien,Anders Hornslien,Anders Hornslien,Anders Hornslien,,Anders Hornslien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anders Hornslien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anders Hornslien,,,,,,,,,,,,,,,,,,,
Q16059173,,Ivar Hvamstad,,,,,,Ivar Hvamstad,Ivar Hvamstad,,male,1878-09-28,Ivar,,,,,,,,,,,,,,,,,1916-05-09,,,,,,,,Ivar Hvamstad,,Ivar Hvamstad,Ivar Hvamstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivar Hvamstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivar Hvamstad,,,,,,,,,,,,,,,,,,,
Q4586078,,Ragnhild Queseth Haarstad,Ragnhild Queseth Haarstad,Ragnhild Queseth Haarstad,,Ragnhild Queseth Haarstad,Ragnhild Queseth Haarstad,Ragnhild Queseth Haarstad,Ragnhild Queseth Haarstad,https://upload.wikimedia.org/wikipedia/commons/3/39/Ragnhild_Queseth_Haarstad.jpg,female,1939-04-04,Ragnhild,,,,,,,,,,,,,,,,,,,,,,,,,Ragnhild Queseth Haarstad,Ragnhild Queseth Haarstad,Ragnhild Queseth Haarstad,Ragnhild Queseth Haarstad,Ragnhild Queseth Haarstad,Ragnhild Queseth Haarstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ragnhild Queseth Haarstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ragnhild Queseth Haarstad,,,,,,,,,,,Ragnhild Queseth Haarstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Author:Ragnhild Queseth Haarstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ragnhild Queseth Haarstad,,,,,,,,,,,,,,,,,,,
Q4919518,,Bjarne Flem,,Bjarne Flem,,Bjarne Flem,Bjarne Flem,Bjarne Flem,Bjarne Flem,,male,1914-09-30,Bjarne,,,,,,,,,,,,,,,,,1999-12-08,,,,,,,,Bjarne Flem,,Bjarne Flem,Bjarne Flem,Bjarne Flem,Bjarne Flem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bjarne Flem,,,,,,,,,,,,,,,,,,,
Q5274225,,Gunnar Alf Larsen,Gunnar Alf Larsen,Gunnar Alf Larsen,,Gunnar Alf Larsen,,Gunnar Alf Larsen,Gunnar Alf Larsen,,male,1919-12-27,Gunnar,,,262741191,,,,,,,030761115,,,,,,,2003-12-24,12211215t,,,,,,,Gunnar Alf Larsen,Gunnar Alf Larsen,Gunnar Alf Larsen,Gunnar Alf Larsen,Gunnar Alf Larsen,Gunnar Alf Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gunnar Alf Larsen,,,,,,,,,Gunnar Alf Larsen,,,,,,,,,,,,,,,,Gunnar Alf Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gunnar Alf Larsen,,,284522,,,,,,,,,,,,,,,,
Q326907,,Ole Christensen Walstad,Ole Christensen Walstad,Ole Christensen Walstad,,Ole Kristensen Valstad,Ole Kristensen Valstad,Ole Christensen Walstad,Ole Christensen Walstad,,male,1799-08-11,Ole,,,226123968,,,,x03007254,,,,,,,,,,1877-07-22,,,,,,,,Ole Christensen Walstad,Ole Christensen Walstad,Ole Christensen Walstad,Ole Christensen Walstad,Ole Christensen Walstad,Ole Christensen Walstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Christensen Walstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Christensen Walstad,,,,,,,,,,,,,,,,,,,
Q19282217,,Aud Gustad,,,,,,Aud Gustad,Aud Gustad,,female,1917-05-01,Aud,,,,,,,,,,,,,,,,,2000-04-30,,,,,,,,,,Aud Gustad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aud Gustad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aud Gustad,,,,,,,,,,,,,,,,,,,
Q6423766,,Knud Geelmuyden Fleischer Maartmann,,,,,,Knud Geelmuyden Fleischer Maartmann,Knud Geelmuyden Fleischer Maartmann,,male,1821,Knud,,,,,,,,,,,,,,,,,1888,,,,,,,,Knud Geelmuyden Fleischer Maartmann,,Knud Geelmuyden Fleischer Maartmann,Knud Geelmuyden Fleischer Maartmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knud Geelmuyden Fleischer Maartmann,,,,,,,,,,,,,,,,,,,
Q171749,,Peder Paulsen Anzjøn,Peder Anzjøn,Peder Paulsen Anzjøn,,Peder Anzjøn,Peder Anzjøn,Peder Paulsen Anzjøn,Peder Paulsen Anzjøn,,male,1806,Peder,,,,,,,,,,,,,,,,,1890-05-23,,,,,,,,Peder Paulsen Anzjøn,Peder Paulsen Anzjøn,Peder Paulsen Anzjøn,Peder Paulsen Anzjøn,Peder Paulsen Anzjøn,Peder Paulsen Anzjøn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peder Paulsen Anzjøn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peder Paulsen Anzjøn,,,,,,,,,,,,,,,,,,,
Q16000248,,Sveinung O. Flaaten,,,,,,Sveinung O. Flaaten,Sveinung O. Flaaten,,male,1898-01-25,Sveinung,,,,,,,,,,,,,,,,,1962-06-11,,,,,,,,,,Sveinung O. Flaaten,Sveinung O. Flaaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sveinung O. Flaaten,,,,,,,,,,,,,,,,,,,
Q3434378,,Arve Kambe,Arve Kambe,Arve Kambe,,Arve Kambe,Arve Kambe,Arve Kambe,Arve Kambe,https://upload.wikimedia.org/wikipedia/commons/e/eb/Arve_Kambe_(crop).jpg,male,1974,Arve,,,,,,,,,,,,,,,,,,,,,,,,,Arve Kambe,Arve Kambe,Arve Kambe,Arve Kambe,Arve Kambe,Arve Kambe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arve Kambe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arve Kambe,,,,,,,,,,,,,,,,,,,
Q8077217,,Åsa Elvik,Åsa Elvik,Åsa Elvik,,Åsa Elvik,Åsa Elvik,Åsa Elvik,Åsa Elvik,,female,1979-01-12,Åsa,,,,,,,,,,,,,,,,,,,,,,,,,Åsa Elvik,Åsa Elvik,Åsa Elvik,Åsa Elvik,Åsa Elvik,Åsa Elvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Åsa Elvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Åsa Elvik,,,,,,,,,,,,,,,,,,,
Q7179292,,Petter Furberg,Petter Furberg,Petter Furberg,,Petter Furberg,,Petter Furberg,Petter Furberg,,male,1923-12-15,Petter,,,,,,,,,,,,,,,,,1991,,,,,,,,Petter Furberg,,Petter Furberg,Petter Furberg,Petter Furberg,Petter Furberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petter Furberg,,,,,,,,,,,,,,,,,,,
Q12011644,,Åse-Marit Dobloug,Åse-Marit Dobloug,Åse-Marit Dobloug,,,,Åse-Marit Dobloug,,,female,1936-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,Åse-Marit Dobloug,Åse-Marit Dobloug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Åse-Marit Dobloug,,,,,,,,,,,,,,,,,,,
Q4585857,,Karl Sverre Klevstad,Karl Sverre Klevstad,Karl Sverre Klevstad,,Karl Sverre Klevstad,Karl Sverre Klevstad,Karl Sverre Klevstad,Karl Sverre Klevstad,,male,1926-06-29,Karl,,,230196615,,,,,,,,,,,,,,,,,,,,,,,,Karl Sverre Klevstad,Karl Sverre Klevstad,Karl Sverre Klevstad,Karl Sverre Klevstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl Sverre Klevstad,,,,,,,,,,,,,,,,,,,
Q15772777,,Jacob Nødseth,Jacob Nødseth,Jacob Nødseth,,Jacob Nødseth,,Jacob Nødseth,,,male,1988-06-24,Jacob,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Nødseth,,Jacob Nødseth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Nødseth,,,,,,,,,,,,,,,,,,,
Q7796184,,Thore Myrvang,,Thore Myrvang,,Thore Myrvang,Thore Myrvang,Thore Myrvang,Thore Myrvang,,male,1858-01-21,Thore,,,,,,,,,,,,,,,,,1939-07-09,,,,,,,,Thore Myrvang,Thore Myrvang,Thore Myrvang,,Thore Myrvang,Thore Myrvang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thore Myrvang,,,,,,,,,,,,,,,,,,,
Q5619067,,Gunnar Kvassheim,Gunnar Kvassheim,Gunnar Kvassheim,,Gunnar Kvassheim,Gunnar Kvassheim,Gunnar Kvassheim,Gunnar Kvassheim,https://upload.wikimedia.org/wikipedia/commons/a/a0/Gunnar_Kvassheim.JPG,male,1953-06-14,Gunnar,,,228634451,,,,x90816519,,,,,,,,,,,,,,,,,,Gunnar Kvassheim,Gunnar Kvassheim,Gunnar Kvassheim,Gunnar Kvassheim,Gunnar Kvassheim,Gunnar Kvassheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gunnar Kvassheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gunnar Kvassheim,,,,,,,,,,,,,,,,,,,
Q3428891,,Johan Gerhard Theodor Ameln,Johan Ameln,Johan Ameln,,Johan Ameln,Johan Ameln,Johan Gerhard Theodor Ameln,Johan Gerhard Theodor Ameln,,male,1838-03-12,Johan,,,,,,,,,,,,,,,,,1917-06-19,,,,,,,,Johan Gerhard Theodor Ameln,Johan Gerhard Theodor Ameln,Johan Ameln,Johan Gerhard Theodor Ameln,Johan Ameln,Johan Ameln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan Gerhard Theodor Ameln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan Gerhard Theodor Ameln,,,,,,,,,,,,,,,,,,,
Q12716864,,Meyer Foshaug,Meyer Foshaug,Meyer Foshaug,,Meyer Foshaug,Meyer Foshaug,Meyer Foshaug,Meyer Foshaug,https://upload.wikimedia.org/wikipedia/commons/3/33/Meyer_Foshaug.jpg,male,1868-06-15,Meyer,,,,,,,,,,,,,,,,,1955-06-06,,,,,,,,Meyer Foshaug,Meyer Foshaug,Meyer Foshaug,Meyer Foshaug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meyer Foshaug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meyer Foshaug,,,,,,,,,,,,,,,,,,,
Q3435862,,Tor Bremer,Tor Bremer,Tor Bremer,,Tor Bremer,Tor Bremer,Tor Bremer,Tor Bremer,https://upload.wikimedia.org/wikipedia/commons/a/a2/Tor_Bremer_-_Arbeiderpartiet.jpg,male,1955,Tor,,,,,,,,,,,,,,,,,,,,,,,,,Tor Bremer,Tor Bremer,Tor Bremer,Tor Bremer,Tor Bremer,Tor Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tor Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tor Bremer,,,,,,,,,,,,,,,,,,,
